snapped_at,price,market_cap,total_volume,log_returns
2013-10-26 00:00:00+00:00,178.96,2130644072.0,0.0,0.03688102946124185
2013-10-27 00:00:00+00:00,189.83,2260913266.0,0.0,0.05896661762057644
2013-10-28 00:00:00+00:00,198.55,2365643830.0,0.0,0.04491202277481003
2013-10-29 00:00:00+00:00,204.39,2436022215.0,0.0,0.028988975876425987
2013-10-30 00:00:00+00:00,204.2,2434768490.0,0.0,-0.0009300277231212762
2013-10-31 00:00:00+00:00,203.88,2432069229.0,0.0,-0.0015683202587242324
2013-11-01 00:00:00+00:00,205.26,2449516394.0,0.0,0.006745882745727265
2013-11-02 00:00:00+00:00,206.89,2470106260.0,0.0,0.007909782838083539
2013-11-03 00:00:00+00:00,212.45,2537555912.0,0.0,0.026519415505168734
2013-11-04 00:00:00+00:00,226.28,2703825377.0,0.0,0.0630665039141344
2013-11-05 00:00:00+00:00,230.63,2756789579.0,0.0,0.01904152430162628
2013-11-06 00:00:00+00:00,260.85,3119094311.0,0.0,0.12313083469182054
2013-11-07 00:00:00+00:00,295.63,3536067384.0,0.0,0.125163142954006
2013-11-08 00:00:00+00:00,332.02,3972444990.0,0.0,0.11608653564352228
2013-11-09 00:00:00+00:00,358.0,4284552950.0,0.0,0.07533777833477037
2013-11-10 00:00:00+00:00,313.0,3747322075.0,0.0,-0.1343297958605471
2013-11-11 00:00:00+00:00,340.55,4078792891.0,0.0,0.08435876714717418
2013-11-12 00:00:00+00:00,355.48,4259334699.0,0.0,0.042907031182947156
2013-11-13 00:00:00+00:00,404.17,4844512975.0,0.0,0.12836659266192474
2013-11-14 00:00:00+00:00,408.84,4902328893.0,0.0,0.01148829992867625
2013-11-15 00:00:00+00:00,424.16,5087746180.0,0.0,0.036786861079840055
2013-11-16 00:00:00+00:00,437.41,5248843453.0,0.0,0.03076022780915356
2013-11-17 00:00:00+00:00,488.36,5862542038.0,0.0,0.1101818684507857
2013-11-18 00:00:00+00:00,580.87,6975450004.0,0.0,0.17347414086354615
2013-11-19 00:00:00+00:00,614.4,7380464640.0,0.0,0.056119202169261403
2013-11-20 00:00:00+00:00,565.34,6793450510.0,0.0,-0.08321886176642382
2013-11-21 00:00:00+00:00,675.06,8114440594.0,0.0,0.1773742557439969
2013-11-22 00:00:00+00:00,731.15,8790506777.0,0.0,0.07981706124685259
2013-11-23 00:00:00+00:00,819.31,9853534129.0,0.0,0.11384388555670967
2013-11-24 00:00:00+00:00,764.43,9196532447.0,0.0,-0.0693320645507843
2013-11-25 00:00:00+00:00,793.07,9544775891.0,0.0,0.03678103205861157
2013-11-26 00:00:00+00:00,832.93,10028164851.0,0.0,0.04903811489995057
2013-11-27 00:00:00+00:00,914.13,11009416068.0,0.0,0.0930231882652538
2013-11-28 00:00:00+00:00,979.08,11795833455.0,0.0,0.06864056194108012
2013-11-29 00:00:00+00:00,1101.83,13280659993.0,0.0,0.11811435761130895
2013-11-30 00:00:00+00:00,1127.45,13593664650.0,0.0,0.022986011655502344
2013-12-01 00:00:00+00:00,1033.39,12464724345.0,0.0,-0.08711378548430226
2013-12-02 00:00:00+00:00,974.03,11753157346.0,0.0,-0.05915783502166358
2013-12-03 00:00:00+00:00,1078.64,13020236474.0,0.0,0.10201416333626454
2013-12-04 00:00:00+00:00,1121.48,13542487814.0,0.0,0.03894825321640121
2013-12-05 00:00:00+00:00,989.04,11947405392.0,0.0,-0.12566974484354895
2013-12-06 00:00:00+00:00,1019.66,12322234219.0,0.0,0.03048974167840757
2013-12-07 00:00:00+00:00,811.98,9816777302.0,0.0,-0.22774880806060985
2013-12-08 00:00:00+00:00,743.11,8987358118.0,0.0,-0.08863162710457995
2013-12-09 00:00:00+00:00,897.89,10863885372.0,0.0,0.18920348415518326
2013-12-10 00:00:00+00:00,927.78,11230173843.0,0.0,0.032747069348321535
2013-12-11 00:00:00+00:00,887.08,10741252534.0,0.0,-0.044859465815565845
2013-12-12 00:00:00+00:00,878.17,10636987805.0,0.0,-0.010094973139124665
2013-12-13 00:00:00+00:00,897.27,10872198158.0,0.0,0.021516623350156062
2013-12-14 00:00:00+00:00,866.99,10509219285.0,0.0,-0.03432937742220991
2013-12-15 00:00:00+00:00,854.62,10363485334.0,0.0,-0.01437051699103953
2013-12-16 00:00:00+00:00,789.15,9573257565.0,0.0,-0.07970050885268415
2013-12-17 00:00:00+00:00,691.65,8393847109.0,0.0,-0.1318763695241017
2013-12-18 00:00:00+00:00,559.36,6791343584.0,0.0,-0.21228677429370824
2013-12-19 00:00:00+00:00,677.84,8233502182.0,0.0,0.19211799886309278
2013-12-20 00:00:00+00:00,694.25,8436421862.0,0.0,0.02392085429670033
2013-12-21 00:00:00+00:00,596.12,7246404914.0,0.0,-0.15239013710631694
2013-12-22 00:00:00+00:00,650.27,7907201916.0,0.0,0.0869456721761693
2013-12-23 00:00:00+00:00,645.75,7854951431.0,0.0,-0.006975229280811517
2013-12-24 00:00:00+00:00,659.94,8030446893.0,0.0,0.021736489821130557
2013-12-25 00:00:00+00:00,668.74,8140337961.0,0.0,0.01324642303030663
2013-12-26 00:00:00+00:00,734.59,8944973877.0,0.0,0.09391717561499341
2013-12-27 00:00:00+00:00,734.27,8944473292.0,62881800.0,-0.00043571205569298597
2013-12-28 00:00:00+00:00,738.81,9002769255.0,28121600.0,0.006163975309706628
2013-12-29 00:00:00+00:00,726.47,8855251580.0,27018300.0,-0.016843595413413858
2013-12-30 00:00:00+00:00,760.52,9270681761.0,24717100.0,0.045805221558405176
2013-12-31 00:00:00+00:00,755.16,9205343763.0,21903500.0,-0.007072762514542845
2014-01-01 00:00:00+00:00,767.74,9358693020.0,23448600.0,0.016521486835996343
2014-01-02 00:00:00+00:00,772.53,9417082760.0,16837800.0,0.00621970880646084
2014-01-03 00:00:00+00:00,825.47,10062417390.0,54171500.0,0.06628207811936601
2014-01-04 00:00:00+00:00,849.14,10350952914.0,36344700.0,0.028271151510404834
2014-01-05 00:00:00+00:00,919.41,11207538944.0,62414600.0,0.0795080873725971
2014-01-06 00:00:00+00:00,936.38,11414401972.0,88584600.0,0.018289217023145572
2014-01-07 00:00:00+00:00,826.5,10107681750.0,80268100.0,-0.12482145973373436
2014-01-08 00:00:00+00:00,838.32,10256342208.0,78060300.0,0.014199971905607501
2014-01-09 00:00:00+00:00,853.29,10443906952.0,58813600.0,0.017699577099400857
2014-01-10 00:00:00+00:00,863.3,10570439442.0,29763600.0,0.011662788975389762
2014-01-11 00:00:00+00:00,905.72,11094594497.0,48299500.0,0.04796795226284377
2014-01-12 00:00:00+00:00,867.45,10630187711.0,40171100.0,-0.043172334231983724
2014-01-13 00:00:00+00:00,840.96,10309307616.0,42950500.0,-0.031013776856200704
2014-01-14 00:00:00+00:00,838.05,10276902394.0,23469400.0,-0.0034663318428688884
2014-01-15 00:00:00+00:00,860.44,10555404678.0,28600400.0,0.02636612174432982
2014-01-16 00:00:00+00:00,837.98,10283900055.0,18719700.0,-0.026449652468768757
2014-01-17 00:00:00+00:00,812.9,9979241690.0,39266000.0,-0.030386133096301966
2014-01-18 00:00:00+00:00,840.0,10315662000.0,18052700.0,0.0327937910848326
2014-01-19 00:00:00+00:00,838.17,10293335273.0,17574100.0,-0.0021809479675735134
2014-01-20 00:00:00+00:00,869.15,10677333920.0,25421600.0,0.03629477869776353
2014-01-21 00:00:00+00:00,869.57,10686776168.0,26779700.0,0.0004831140243040636
2014-01-22 00:00:00+00:00,865.03,10635024832.0,17879900.0,-0.0052346481804588
2014-01-23 00:00:00+00:00,846.97,10417265166.0,18412100.0,-0.021098913512940534
2014-01-24 00:00:00+00:00,808.32,9945387408.0,20176000.0,-0.0467072551763825
2014-01-25 00:00:00+00:00,804.39,9900713656.0,31742800.0,-0.004873793526904704
2014-01-26 00:00:00+00:00,853.51,10508799200.0,22676800.0,0.05927303243231971
2014-01-27 00:00:00+00:00,891.86,10984370725.0,32539200.0,0.04395191096183135
2014-01-28 00:00:00+00:00,777.0,9573533550.0,61878700.0,-0.13786881922167052
2014-01-29 00:00:00+00:00,816.85,10067676250.0,33409200.0,0.050015129104870104
2014-01-30 00:00:00+00:00,817.17,10074827642.0,16261700.0,0.00039167207756424954
2014-01-31 00:00:00+00:00,817.93,10087796517.0,31107400.0,0.0009296068188254654
2014-02-01 00:00:00+00:00,832.52,10271715012.0,14722200.0,0.017680487221143498
2014-02-02 00:00:00+00:00,836.41,10323662258.0,19347600.0,0.00466167789486826
2014-02-03 00:00:00+00:00,813.38,10043290888.0,12759200.0,-0.0279205184626008
2014-02-04 00:00:00+00:00,832.36,10281144248.0,14823400.0,0.02306663452226066
2014-02-05 00:00:00+00:00,830.92,10267242207.0,15706200.0,-0.0017315188780950002
2014-02-06 00:00:00+00:00,805.08,9951171213.0,47441900.0,-0.031591869303686744
2014-02-07 00:00:00+00:00,721.32,8918941470.0,65733100.0,-0.10985878452372604
2014-02-08 00:00:00+00:00,701.61,8678266711.0,86940400.0,-0.027705172746982833
2014-02-09 00:00:00+00:00,672.07,8315656524.0,34864400.0,-0.0430151923272424
2014-02-10 00:00:00+00:00,689.65,8535556672.0,38527400.0,0.025821720756683094
2014-02-11 00:00:00+00:00,697.76,8638931672.0,121884000.0,0.011690981572927438
2014-02-12 00:00:00+00:00,655.26,8115968452.0,65970400.0,-0.06284310065676425
